item_id,category,price,quality_score,popularity,brand_tier,seasonality,features
297,Food,19.19,4.32,0.519,Premium,Winter,"[1.2865531209198295, 0.29891460852855267, 0.19389251610194697, -0.6788425443655479, 0.3785555918189633, -0.23683308888415008, -0.7293653506359464, 0.8425747035902384, -0.9457159252294116, 0.3249206263702566, -1.3878774628873716, -0.2941077709239494, 1.3078093293580548, -1.4341183975528777, 0.4492577560788731, 0.5471794809536353, -0.29129178663612193, 0.6221351865315605, -0.18803751483960232, 0.7952768100390041]"
298,Books,5.39,2.83,0.226,Standard,None,"[-0.021709355705911603, 2.066450961478794, -1.3321444329767143, -0.7321245129740347, -0.7303506384038864, 0.7309267803762081, -0.9960018722379729, 0.054356194746526344, -0.7085454233526856, -0.1915922559675112, 0.945571523982551, -1.238845201395768, -2.607050108851395, -1.3387397676697734, 0.4173176583671022, -1.197505405059994, -0.7126721299632547, 0.45393933492936356, 0.8039034804295526, 1.0326821020430703]"
299,Home & Garden,58.19,3.68,0.108,Standard,None,"[0.4517753858746905, 0.03984930415032582, -0.1622191490215529, 3.8289096324371785, 0.14583626624197032, 0.8056914739222492, 0.14292212568995877, -1.0978762882546842, 0.5498876819020168, -0.6557973114697923, -0.09098613803923626, 0.305402681893426, -1.941418066886643, -1.6095021238917289, 0.9094591724975633, -0.663746446598944, -0.6163219891088609, 0.16643839737082022, -0.38567259712186935, 0.41758838164278955]"
300,Travel,82.36,4.26,0.18,Standard,None,"[-0.43023124540051244, 0.9845895393798775, 0.17253420634233288, -1.5502255817243777, 0.31268380602172857, -0.38295528485508773, 1.0930349981825005, 0.7274332781190299, 1.1437944866723577, 1.6547421525545554, -0.9160749597536756, -0.01458273328842209, 0.7330782493212561, -0.9585665461345578, 0.30875298500253207, 0.3760071828115479, 1.3753592981214737, -1.0422834456184744, 0.49246054054189753, -0.4919189736344236]"
301,Books,5.05,3.73,0.083,Standard,None,"[0.8859443236003517, 2.3077505562062326, 0.561398746391748, -0.7597462710585984, 0.30453739851595774, -0.7545935690334009, -0.018361817095647444, -0.49293315728106646, -0.20462648034815567, -1.7516266696292417, 0.02646608961567541, -0.10752980780808609, -1.515388026479296, 0.3412659454726392, 0.8260229229617403, 0.31527407094933296, 0.7856842495727304, -0.5269812683238403, -0.2127825127220916, 0.07417550124719736]"
302,Sports,38.06,4.48,0.142,Budget,None,"[0.9923221666705409, 1.0217669889897585, -1.725178686414015, 1.144370540695276, 1.6311967783741632, 0.5307587546245011, -1.9817227186956914, -0.6831802817029415, 0.8403828472956737, 0.5259949849091217, -1.07995792717313, 0.680186664892842, -0.8161447188512894, -0.2660780905197461, -1.1701267873655148, 0.34334978524242793, 1.0873514109164812, 0.8849715441469561, -0.9076960803117613, -0.04618040104607567]"
303,Food,2.41,3.42,0.304,Premium,None,"[-1.4889875026379256, -0.020731528015692665, -0.7637695011880145, 0.3453095561647705, -0.1592956025618743, -0.60663456622261, -1.7049150807289657, 1.1471118741696424, -0.8161364900510906, -1.225307673514962, -0.32904429524238493, -1.1472519911746517, -0.16374274729121518, 0.24041121366865606, -0.8261699543891778, 0.42540862941858476, -1.3613578712477037, -1.1121773983962906, -0.11321729762476908, 0.6870410918886385]"
304,Health,4.7,3.42,0.137,Standard,None,"[-1.5296690262193857, 1.1976687498774463, 1.269678241010128, 0.9375060366456974, -0.45784225494186676, -0.6282634730827698, 0.4990954079243434, -0.9516343203148528, 3.1366578761342607, -2.3810999156571997, -0.4519366932649261, -1.0645926704425632, 1.2469119282431764, 1.0734746352189302, 0.5643733436302047, 1.915626305174645, 0.010011983818507403, 0.6312579199072178, -1.597587969366292, -0.3201319621112302]"
305,Electronics,3.32,3.35,0.049,Standard,Winter,"[3.21605172522844, -0.7469903782071803, 0.6004330767310017, -1.3047857514585275, 1.0311304346805235, 0.8759903825792899, 0.4683579229637297, -0.39328413661381123, -1.402000623428112, -0.3906403152194575, 1.1103071757481227, 0.12996187156911543, -1.5530369295124498, -1.1247276394199412, 1.2531514008522797, 0.4879127521278857, -1.2340001207399278, -1.7658314961745936, -0.6250421346000665, -1.8513587079899194]"
306,Food,1.8,2.7,0.287,Premium,None,"[-1.1559097824245792, -0.26765577000555346, 0.24344071424013, 1.1051135432740902, -0.620175623514756, -0.18983512806346253, -0.9492134807566824, 2.2253251795405053, 0.7837794503089633, 0.6296480134298948, -1.1701870754423553, 0.14686320945641482, -0.6773125282501883, 1.0110500156528333, -0.16131272277353803, -1.5195133382410844, -0.21980270560773324, 0.4584725691988813, 0.24400606314279952, -0.5117960136519804]"
307,Music,20.6,4.29,0.073,Standard,None,"[0.9957869698281434, 0.0020949993425646712, -0.9540232788407838, -0.40941565076610587, 1.4914902661650953, 0.6563388312548657, 1.300279611346497, 0.024129725007556023, -1.3255925843529681, 0.792146027260018, -0.7116031279767636, 0.09378671567133336, -1.8373379533422147, 1.345339093330613, -0.29410063356570076, -0.6134501033028217, 0.1913475331414847, 0.8853414834392396, -0.18883430478192273, 0.8537403725818489]"
308,Food,10.68,3.66,0.177,Standard,None,"[0.2649486011968721, 0.09728872853929155, 0.9537502593951385, 0.6200865894994544, -0.8704095350531359, -0.16662710805439485, -0.3113366534471879, 1.9956515133728159, -0.002981399838699799, 0.6115216692398487, 0.17732836314114375, 1.2305450052085505, 0.24100313766236015, -0.8305905203372766, -0.46728062016821964, 0.6037890707317585, -1.6141682645056854, -1.3458804147600452, 0.010697207125230437, 0.9509221185211658]"
309,Sports,23.85,4.78,0.063,Budget,None,"[-0.80193654155599, 0.1347469061363544, -1.179913962493304, 0.8680308569107241, 1.5070275028236666, -2.203611423345644, 0.9733788329413997, -0.5545702498427666, 1.3103788482651044, 1.0890816273603405, -0.11125963443524099, 0.3961238048485289, 0.09462484562699063, -1.4010003656735004, 1.423380292442351, -0.25587985467108926, 0.023613527773620167, 0.037892435737035435, -0.22604287685978783, 0.6396273271013776]"
310,Home & Garden,89.97,4.9,0.133,Standard,Winter,"[0.6637084935342772, 0.08331558411114623, -0.037347718990860757, 2.89295593717394, 0.9139211343042957, -1.6335712576288155, -0.019278559228669237, 2.0497092516036868, -0.44616176274788577, 0.4540682060737281, 1.2472608526944753, -1.1081429224732855, -0.373277325237172, -1.5718854266391313, 0.10445918547440662, 0.38483300286835387, 0.6434533119000633, 1.5737755823380535, 0.06350937596691547, -1.1526211620143818]"
311,Home & Garden,3.69,2.79,0.287,Budget,None,"[1.4037821968946973, -0.627834874511648, 0.16360970123066992, 2.110190175192096, -0.348539400013835, 2.1383036062127974, -1.2209264910982853, -1.8482527442097125, 0.10799254716128262, -0.6030365964111665, -2.3213944800908286, 0.37586012490709714, 0.24178345289408937, 1.122286513475154, -0.5560230581572195, -1.8590212155943167, -0.938325394255868, -1.9218483360079939, 1.4967559624156919, 1.005801578220973]"
312,Home & Garden,7.98,3.74,0.272,Standard,None,"[0.5356375884651636, -2.069439259214251, 1.4165838233446926, 2.303392375197781, 0.1530317527811502, -1.6305128776410573, -1.286609125399738, -0.39858366430086173, 0.8074298502955989, -2.0766160121985853, 0.7883648007773563, -0.3600313241083667, -0.22342347274165192, 0.2535929416908065, 0.2693172378464116, -0.7124285899365972, 0.6249100884688427, -2.3193981398964385, -0.45041888656765466, 0.15368176317690393]"
313,Clothing,2.01,2.71,0.159,Standard,Winter,"[0.602621232880945, 0.007952053374052605, 2.596400142527024, -0.07771554701180174, 1.7780377726452856, -2.441660361188673, 0.6256174317358046, 0.856460687831434, -1.266758996698604, 1.8249653724854862, 0.02234551364215061, -0.12469139123201843, 0.37129800456814344, 0.8875039953976644, 0.13221669264064909, 0.10067974076098613, 0.8378382834844933, 0.9688456641668741, 0.33657579549306055, -1.547610596879644]"
314,Movies,12.16,4.16,0.285,Premium,None,"[-0.6094736256496411, -0.08049652900447696, -1.3243906647230848, 0.3688649214085364, -0.796290915680613, 0.17892238510922132, 2.5172393866806884, -1.316728739052474, 0.4100639674960085, -2.0652718039167, 0.5886841365271467, 0.6025874288621784, 0.6703280081480485, 0.34377572752388474, -0.5181757807023795, -0.48266429180154957, -0.6161226647650033, 1.0297322787106085, 1.6906905041289644, 0.0844292221843492]"
315,Music,2.9,3.36,0.119,Premium,None,"[1.7106586725909851, -0.6653358034334415, 1.348870470548737, 1.1749332426280408, 1.77088220766044, 2.1740560393430206, -0.7885857119279899, 2.076796585329547, -0.3347014679763642, -0.8135425727055355, -0.1897867459048128, -0.9816907161570776, 0.5261488251233458, -0.6056683817585125, -0.28748416990487213, 0.9677788616649623, 0.6236932101761915, 0.015584572569658653, 0.17087352874698206, 0.01225543063154155]"
316,Clothing,3.06,2.2,0.353,Budget,Holiday,"[1.886128670652059, 0.6073502030725716, 2.510340416712575, -0.6729355304279562, -0.5643130549402294, -0.4206911385002192, -0.03540292183077104, -0.5840714241793802, 0.5705474441176215, -0.38939848922259684, 1.115314135661054, -0.8217838970262304, 0.7461602993227707, 1.9304043028738804, 1.7681436184411299, -0.8595040145240147, 1.1524468757818376, -2.2215437638570283, -1.5562005229150833, 0.6006990994816985]"
317,Food,9.33,3.14,0.021,Budget,None,"[-0.7348166194464202, 0.8176457260783908, -1.2691991127377964, -1.8549915148115586, -0.5794902937541369, -0.2784069882877729, -0.3452388257321558, 1.34042350874459, -0.24468058146863825, 0.21550734964764567, -0.8720188700060769, 1.0021609527919988, -0.18305772789915215, 0.9794157462536135, 0.26353593325652, -1.2602580457136845, -1.9549589945621006, 1.0649885920318591, -0.912438604082267, -0.09715420463255917]"
318,Books,3.31,2.8,0.11,Budget,None,"[-0.03308560137910672, 1.916196942059201, 0.7070675770415757, -0.9415016340273069, 1.266481229345309, -2.6956624777640004, -0.09308983916906147, 1.3587211811833764, 1.2067346945473039, 0.15837259821952235, -0.8099192704005261, -0.13340372790487046, 2.5914774067235093, 0.7087621792826249, -1.7005518057442244, 0.0829139774627212, -0.5986050683814562, -1.2699318042787766, 0.4826482671474409, -0.9703081011661603]"
319,Music,20.52,4.47,0.104,Budget,Summer,"[-0.29744475464423265, 2.08407127365249, -0.9012997076203142, 0.9715517109684616, -1.0316983197683316, 2.5043441746293214, 0.5757899772517827, 0.054975871562285256, -0.4953244105437042, 0.14113489074529878, 0.26701033343017444, 1.7899364863062825, -0.8723402853002961, -0.5559134963140018, 0.2847355570693363, -0.2560537903952518, -0.10004103773060016, 1.0703518353637607, -2.820266503429235, -0.5979493450178113]"
320,Movies,3.94,3.03,0.036,Standard,None,"[0.1800186742390526, 0.6194391220402669, 0.3236506616307848, 0.5707831547859828, -0.5394702229650302, -0.7462879481178378, 0.9465661730414496, 0.12024017343979464, 0.64527861266987, 0.6324126652628828, -0.41942227561683526, -0.19407189290882731, -0.19811823610930832, -0.5038638912963702, -1.9274312547738157, -0.19472296079901844, -0.2987725025043549, -0.04747699139257641, -0.5326552732742442, 0.2905320948398148]"
321,Health,5.36,2.53,0.246,Premium,None,"[-0.5187505602952017, 0.2284770250918683, 0.7062292305088332, 0.28607583562911, 0.19446121588376344, 0.11351865360251454, -0.17477313011859127, -0.8306659927265536, 2.0468460723950455, 0.7472760838722076, -0.11529688893053265, -0.9203633931166495, -1.195644430984824, -0.9537823799208845, -1.1437335394964545, 2.8912118498389834, -0.8777288488418113, -0.03843056076158956, -0.08676980933351232, 1.4133148334034842]"
322,Books,3.47,3.59,0.124,Premium,None,"[0.2941458838891059, 2.7732612214201446, -0.18490661701698782, -0.4605555731546149, -0.3425124079994532, -2.2979125327857317, 0.2830595465089119, -1.2091112889885514, 0.629718724118924, -0.09042410067529387, 0.10512109653044063, 0.7003291706062024, -0.9265237663409348, 0.3692484433509569, 0.2676210525626648, -0.18478083264279324, -0.9281862007635379, 0.5952383640551641, 0.7034545444193161, 0.11360202597788406]"
323,Clothing,40.29,5.0,0.48,Standard,None,"[0.2010700427413337, 0.1708889785981333, 1.5251448687769245, 2.4490679156201804, 1.508887245015856, -0.4185772305187838, -0.02355451107246191, 0.4952782439008738, 1.0273283553120405, 0.4822093867882649, 0.11471785936995442, -1.4174575444574913, 1.9629612795599765, -0.6311026915782643, 1.06124112528671, 0.03140389676382825, 1.250166352953691, -1.300985415456784, -0.6352592788861687, -0.14027175827337232]"
324,Home & Garden,2.98,3.38,0.263,Standard,None,"[-0.16320015758696935, -1.0277183560500989, -0.5777371342342039, 2.9751145211207066, -0.3223748489583755, -2.935490821432694, 0.38342736864214666, 0.8938388109634029, 0.514311918251578, 0.6733222755307888, 1.6045229462218031, -0.21146055002250272, 1.7183255901465706, -0.15437204020534262, 1.1266515630387623, -0.14241036015936429, 2.038305825759681, 0.647917588333574, -0.09617215797429893, -1.1995827154264818]"
325,Movies,21.27,4.18,0.068,Budget,Summer,"[-2.2675583432093025, 0.3308528782627462, 0.8421578363798933, 1.7002886422979921, -1.4638185841510416, 1.2061145891945328, 3.644380285701245, -2.0172889772789793, 0.47859110986974274, 0.6176208143407019, -0.3270076626519062, -0.49009446006628976, 0.6678539132878224, -0.614981753410632, -0.21724932841809785, 0.8124349008239216, 1.7540430503268643, 0.5379842725420181, 0.13348449541451154, -0.5163974846607704]"
326,Clothing,4.37,3.53,0.291,Budget,None,"[0.14794850437541363, 1.2011985697192458, 3.888023563810596, -0.27914475245822307, -0.2901730565418038, -0.4907736926100876, 0.017396269420829974, 1.3509947102690507, -1.0609406571985052, -1.370424285494642, 0.2359587033899057, -0.03745698721743875, 0.1930477714533798, -1.9564422921225724, 1.5413027477069643, 0.20530743654002992, 2.4468937794857903, 0.41351054799573295, -0.40143270105310913, 0.25495694029768345]"
327,Home & Garden,75.42,4.32,0.422,Standard,None,"[1.0422478330483995, 0.25321909055315567, 2.0166124234609777, 1.516016608136729, 1.3370831775567942, 0.07991510450788056, -0.09378918838834874, -0.2893831347670742, -0.8451472527435062, 0.3742479186332696, 0.2113917363391902, -1.5726827692728509, -2.5112126684852654, -0.31299658214695447, 1.1619952675814986, 0.222071116667942, -1.3027163067593057, -1.7738459337395758, 1.1547963279335345, -1.6530422150039252]"
328,Electronics,59.94,5.0,0.26,Premium,None,"[2.6901435665340023, -0.6253035954092099, -0.722333688611787, -0.19060606415886927, -1.7261111152329354, -0.6538855853874904, -0.7355825145227715, 2.46196318267371, 0.7511116824917464, -0.4213558521226196, -0.7668727929029051, -2.4379424831320327, -1.4646597618330366, -1.6601151327530403, -0.976689032042182, -0.010350977343170325, -0.18784249442840045, -0.892961266044203, -0.050903165868689614, -1.433147143708417]"
329,Health,4.5,2.0,0.121,Premium,None,"[-1.4289917375127688, -0.37387666604325753, -1.3289683564502022, -0.7675706478861412, 0.12910574042228698, -0.8715063590800407, 1.2863148690981667, -1.0458163185834688, 1.3952192139682285, 0.8497309956221186, 0.6904244156423248, 0.5166200467943914, -0.6380481693431806, 0.584128321459197, 0.7920645499261082, 0.4416910823860296, -0.03236310990836913, 0.5770939079373297, -0.07577489409196071, 0.40392816920289787]"
330,Food,0.44,1.79,0.082,Budget,Summer,"[0.2675454009065674, -0.6540268813247058, -1.5050073595819247, 1.449989384984865, 3.389112392231592, 0.12405526645953255, 0.31639491913403095, 3.5041890523576393, -1.7126962484372337, 0.9541514471891753, 0.3757449124332505, -0.7691531580502472, -0.5200599259812646, -1.315498039829754, 1.12507497598477, -1.0397642556455942, 0.41203453759627734, -1.626383983655783, 1.39447065475768, -0.20486729699039533]"
331,Food,3.38,3.5,0.085,Standard,Holiday,"[1.094493352525443, -0.1219253450490201, -0.19822167989831804, -1.0032811989005077, -0.8712335122588251, -1.5960115309724703, -0.5233064217405481, 2.256224978945351, 0.07923109543294003, 0.08976222511866361, -2.0530286022061164, 0.19672423498846325, -0.3188342203022607, -0.7859908124361162, -1.2351239711178155, 0.663946732246896, -2.1260957758992154, -1.2333855923556705, 0.14713187375778172, -0.5140979271380698]"
332,Home & Garden,2.45,2.19,0.128,Premium,None,"[1.0356325040931416, 1.157037430572129, -0.3043915960228757, -0.0012098224234966537, 1.0491762063318673, -0.9206179339705403, 0.5377442932299797, -0.8992757960914398, 0.1008642140524782, 0.3100728667188213, 1.2842019401099118, -1.4077558659755953, -0.8816609710987913, 1.613633212575429, 0.2315374819878708, -0.8596573414754466, 0.7229920305169978, -0.9991898895699217, 0.1954275925870134, -0.6843348040533378]"
333,Books,11.02,4.7,0.191,Budget,Summer,"[0.20083983868110694, 1.9875686478182002, 0.13315452817161547, 1.7363238088498891, 0.6200518676390839, 0.9225087966048213, 0.19078993668678795, -1.6155886984680774, -1.8138824704695111, 2.082809990208515, -0.5318222752312214, -0.6167513441519322, 0.24566324137724918, 0.5504029783299276, 0.6768621373344127, 1.774418532880004, 1.5007363826579414, -0.8109332246388214, 0.9687345734217893, -0.38409091821079866]"
334,Food,14.91,3.36,0.075,Standard,Summer,"[-0.08884746099408394, 0.12467564859135548, -0.06210512372590923, 0.05662996092666792, 0.3381493826559137, -1.4937419808890418, -0.13219357349916447, 1.9442084088884903, 0.5550731936574151, -0.28122835075569724, 0.5284922163978163, -0.6527770573112078, -0.5522057386502511, 0.3117144104601303, -1.028574749528731, -0.5647326948841602, -0.4946859343001644, -0.441965463321697, 0.057286435144017434, -0.8904947899409765]"
